project_number,bid_total,engineers_estimate,bid_days,start_date
C18046,2235840.15,2462748.0,125.91513664762928,2011-07-14
C18047,915845.5,939505.0,41.97171221587642,2011-05-02
C18049,216035.94,209230.0,34.97642684656368,2011-08-23
C18050,295000.0,256110.0,34.97642684656368,2012-06-11
C18052,731586.89,558827.0,55.96228295450189,2011-08-01
C18053,1448349.92,1683957.3,193.06987619303155,2012-09-04
C18055,1573854.09,769036.0,129.0,2011-01-18
C18059,2029934.53,1345600.0,199.0,2011-03-16
C18070,11945285.65,11166826.9,270.0,2011-09-12
C18072,825314.0,770550.37,109.1264517612787,2010-12-13
C18075,953138.5,865573.5,153.8962781248802,2011-11-23
C18077,486346.7,383145.0,27.981141477250947,2011-09-01
C18080,1847419.05,1490915.01,167.8868488635057,2012-12-03
C18081,4340141.91,3460434.7,349.76426846563686,2011-02-07
C18082,6931899.34,5933244.5,405.7265514201388,2012-05-29
C18083,5887941.7,5741707.0,492.4680899996167,2011-09-26
C18085,10142262.46,10522710.85,438.0,2014-09-09
C18093,2911503.0,2700356.0,41.97171221587642,2011-06-08
C18094,2020432.0,1701639.0,111.9245659090038,2011-10-17
C18095-ALT,12504979.25,7567400.0,120.0,2011-06-30
C18099,1174832.85,1161618.85,308.0,2011-12-30
C18103,358036.25,302251.0,30.77925562497604,2012-03-05
C18106,226836.15,170195.4,41.97171221587642,2012-06-22
C18108,1104519.4,912301.5,41.97171221587642,2014-09-23
C18109,584692.0,525850.0,58.76039710222699,2012-03-07
C18115-ALT,2003868.93,2287164.4,218.0,2011-01-27
C18125R,677000.0,795590.0,111.9245659090038,2011-10-23
C18131,5964056.52,4833116.2,342.7689830963241,2011-03-14
C18132R,1500598.91,1363403.35,118.91985127831651,2013-09-12
C18138,3828574.19,4211428.22,260.0,2013-02-19
C18139,837119.47,630352.8,137.0,2011-08-16
C18140,292299.95,248270.0,34.97642684656368,2012-03-19
C18141,388000.0,294998.5,33.0,2011-09-19
C18142,1203717.27,1250780.0,62.95756832381464,2011-07-18
C18145,2212016.25,1932627.8,125.91513664762928,2012-05-10
C18146,7515293.1,7826179.0,146.90099275556747,2016-04-11
C18147,18168203.44,17811259.14,425.0,2013-11-06
C18148,1064128.99,950688.5,76.9481390624401,2011-07-13
C18149,19502797.71,13574123.0,270.0,2012-11-05
C18151,12073939.47,12496234.0,405.7265514201388,2014-07-03
C18152,3251998.2,3352513.6,159.0,2013-06-24
C18154,10067159.4,8527215.25,632.3737973858714,2012-01-10
C18155-COMBO,10576196.37,8200000.0,370.7501245735751,2014-10-02
C18159R,9253191.46,7858392.25,663.0,2014-08-11
C18160,3415586.92,2926762.0,278.0,2011-08-15
C18162,6986973.73,5737348.05,415.0,2012-09-04
C18163,4892192.9,4883582.0,399.0,2011-09-29
C18176,688618.85,543704.0,195.86799034075665,2011-09-06
C18177,1306999.37,1342359.0,181.8774196021312,2011-10-19
C18180,6089489.44,6272518.65,495.2662041473418,2013-07-23
C18185,2895023.8400000003,2164739.6,48.96699758518916,2013-07-29
C18186,308433.42,281925.0,125.91513664762928,2011-02-07
C18187,4323726.85,4220421.0,223.8491318180076,2012-04-09
C18191,2259700.0,1717241.0,,
C18193,2204488.54,1641785.6,167.8868488635057,2011-09-06
C18203,2358292.15,2317018.0,223.8491318180076,2011-11-15
C18204,8021638.12,7637214.05,552.6275441757062,2014-06-09
C18206,7732024.07,7670927.25,524.6464026984553,2014-01-13
C18208,2569130.2,1802435.6,167.8868488635057,2013-04-29
C18212,1052910.84,979774.0,171.0,2011-03-14
C18218,903290.0,628790.0,251.0,2011-10-09
C18219,794833.69,682229.88,55.96228295450189,2012-08-26
C18220,6647314.52,5649961.1,447.6982636360152,2012-02-27
C18221,1236982.15,433980.2,62.95756832381464,2013-02-04
C18224,6178105.3,5449039.35,215.4547893748323,2012-11-05
C18226,5033407.07,4684280.95,104.92928053969104,2012-09-05
C18230,3090021.7,2641027.0,61.55851124995208,2012-04-29
C18231,3984730.03,4529135.8,200.0,2012-05-01
C18234,346674.5,272720.0,39.0,2010-11-15
C18242,11941615.84,7053155.7,230.84441718732032,2012-06-18
C18243,323527.0,279752.0,69.95285369312737,2012-06-25
C18247,7494992.85,5617634.2,195.86799034075665,2013-03-18
C18254,239306.85,337553.0,107.72739468741617,2012-12-03
C18257A,1083938.95,1124000.0,69.95285369312737,2011-08-17
C18262,3859226.7,2935758.0,90.93870980106558,2011-08-31
C18263,256972.45,250450.0,111.9245659090038,2011-05-27
C18264,6219987.180000001,6120365.0,194.0,2013-04-15
C18266S,1466964.0,1952055.72,103.0,2016-07-18
C18268,200640.1,199807.0,100.0,2011-05-24
C18269,6788990.1,6280449.5,105.0,2012-06-15
C18274,259501.5,183807.5,41.97171221587642,2011-07-14
C18275,410024.45,314419.75,41.97171221587642,2011-05-20
C18276,1272466.0,1099086.0,38.0,2012-03-02
C18278,621041.16,475382.0,71.35191076698992,2012-08-03
C18282,4070850.61,3291178.0,225.0,2012-05-21
C18283,1528127.45,1199705.2,82.0,2012-07-30
C18284,7394889.41,5815950.0,118.91985127831651,2011-08-09
C18285,716948.25,758161.2,13.990570738625474,2011-06-09
C18287,6411954.0,5204621.8,169.0,2012-04-16
C18288,680481.0,562312.0,95.0,2012-06-19
C18290,5609303.67,6047660.15,180.0,2012-06-19
C18293,717623.5,734351.0,41.97171221587642,2011-09-30
C18295-ALT,7144302.03,5749077.25,97.93399517037832,2012-05-14
C18297,1376902.64,1425513.5,130.11230786921692,2012-10-01
C18312R,906843.04,720021.5,69.95285369312737,2012-03-26
C18313,778995.6,809153.0,20.98585610793821,2012-06-11
C18314,1211643.05,1206214.8,20.98585610793821,2013-07-08
C18315,949233.0,996322.5,20.98585610793821,2012-07-23
C18316,8733399.13,8045056.5,265.820844033884,2014-03-03
C18317,780870.0,819352.0,131.0,2012-07-23
C18320,2159120.86,1528090.5,67.15473954540228,2011-10-21
C18321,2484183.15,3568011.0,144.0,2012-07-30
C18323,4597484.68,3983840.05,423.0,2012-04-05
C18333R,6187204.23,5477999.7,180.0,2014-05-19
C18334,455723.58,534336.5,147.0,2012-06-07
C18337,3297621.75,2728420.08,207.06044693165703,2014-06-16
C18338,683355.0,651039.5,125.91513664762928,2012-05-07
C18340R,2994010.36,2576863.3,111.9245659090038,2015-04-13
C18349,7131107.74,6274934.0,139.90570738625473,2012-06-08
C18354,440260.0,437813.0,47.0,2012-09-17
C18356,566460.72,588340.0,81.14531028402774,2012-01-08
C18360,2013991.96,2522908.0,40.57265514201387,2011-09-23
C18363R,983372.65,974187.0,109.0,2013-04-29
C18367,12475277.28,10500000.0,433.7076928973897,2015-01-26
C18369R,2488217.5,2354217.45,79.74625321016521,2012-04-30
C18370,3799038.56,3000000.0,296.6000996588601,2014-10-02
C18371,4426972.82,3687276.95,181.8774196021312,2012-07-23
C18376,2877437.57,2607387.0,69.95285369312737,2012-06-04
C18380R,3496055.77,2946400.35,55.96228295450189,2012-06-20
C18412,241920.5,179804.75,41.97171221587642,2011-08-16
C18414,4047973.61,2360976.0,40.0,2012-02-13
C18432-ALT,2470963.34,2394382.0,160.89156349419295,2012-06-25
C18434,2948661.32,2352651.0,69.95285369312737,2011-10-10
C18442,1337802.36,1174920.47,100.7321093181034,2012-07-15
C18443,778075.0,726500.0,51.0,2012-03-26
C18444,264300.0,269430.0,18.0,2012-02-13
C18445,2257492.5900000003,1883716.0,206.0,2012-02-08
C18449,4929628.49,3858964.25,97.93399517037832,2013-06-10
C18451,4307645.0,3492784.35,202.8632757100694,2013-02-01
C18455,1179656.8,930415.0,104.92928053969104,2012-11-13
C18456,7036914.08,7218715.37,174.88213423281843,2013-04-15
C18460,587197.0,464375.0,33.0,2011-10-17
C18461,2250263.65,2087267.97,195.86799034075665,2012-12-03
C18465,6309672.64,4444681.45,279.81141477250947,2013-06-20
C18478,2067262.06,1836029.0,41.97171221587642,2012-05-06
C18530,7341451.8,6465276.0,114.72268005672888,2012-07-09
C18532,1274901.5,1280449.0,153.8962781248802,2012-10-01
C18537,1053779.86,1166490.0,107.0,2012-04-03
C18538,3125672.2,3033341.5,83.94342443175285,2012-06-15
C18556,7256887.0,5076086.0,264.42178696002145,2013-02-04
C18558,7853372.13,6595837.25,240.0,2014-04-14
C18560,1633145.0,1303627.8,97.93399517037832,2012-02-24
C18561,516408.5,375315.5,83.94342443175285,2012-04-16
C18584,594655.22,596314.2,,
C18586,1675169.17,1048969.0,10.0,2013-05-28
C18596,6944011.62,5318237.7,81.0,2012-05-15
C18597,1245023.0,1238636.8,41.97171221587642,2012-05-29
C18603,4703135.21,1623096.74,304.0,2011-08-03
C18610,886817.83,976820.0,90.93870980106558,2013-01-14
C18612,1867300.0,1801579.0,139.90570738625473,2014-08-06
C18613,248744.24,206799.0,69.95285369312737,2013-04-01
C18618,6895306.6,5684793.7,251.8302732952585,2013-09-03
C18620,3731951.24,2989089.5,83.94342443175285,2014-04-04
C18622,209609.09,226662.0,27.981141477250947,2012-05-08
C18623,3609160.1,2679446.9,90.93870980106558,2013-06-17
C18627,4654163.0,4027386.9,157.0,2012-08-28
C18640,2016544.55,2314000.0,264.0,2012-02-06
C18644,511863.55,469651.3,55.96228295450189,2012-05-28
C18647T,2221882.3,1763705.25,111.9245659090038,2012-09-21
C18648,3398133.73,2998219.5,156.0,2012-05-30
C18657,720136.2,815210.0,69.95285369312737,2012-09-17
C18658,2104155.45,2244055.0,82.0,2012-07-09
C18667,1379553.0,1581780.0,92.0,2011-08-31
C18669,5029883.0,5402861.5,230.84441718732032,2013-03-17
C18670,1492766.61,965650.0,139.90570738625473,2011-08-24
C18671,724476.0,902075.0,135.0,2012-12-17
C18672,526217.25,432693.0,48.96699758518916,2013-02-26
C18677,547580.75,456982.25,76.9481390624401,2012-08-06
C18691,673975.75,561668.5,54.56322588063935,2012-05-21
C18692,359916.95,325241.5,72.0,2011-12-22
C18693,296215.56,208066.0,27.981141477250947,2011-08-25
C18695,55935831.0,38205802.25,769.4813906244011,2013-09-30
C18696,409597.51,393048.0,62.95756832381464,2013-02-01
C18722,3642029.72,3917957.0,60.0,2012-05-01
C18727,5812275.81,4373971.9,93.73682394879069,2012-05-30
C18728,454403.16,273610.0,34.97642684656368,2012-11-01
C18732,9439139.92,7000453.0,151.0,2012-04-02
C18733,1273741.1,1363308.5,90.93870980106558,2013-03-25
C18735,1327240.0,1182836.5,41.97171221587642,2012-06-10
C18736,4151373.12,3265439.9,97.93399517037832,2013-06-10
C18737,1675943.6,1677085.5,124.0,2013-04-15
C18747,2101733.59,1738641.23,58.76039710222699,2012-08-19
C18752,213116.0,201500.0,20.98585610793821,2013-01-07
C18753,3001136.8200000003,2790415.25,209.8585610793821,2015-07-03
C18756,383298.0,270105.0,34.97642684656368,2013-09-16
C18758,2848816.25,2111540.0,139.90570738625473,2012-05-11
C18763R,3301180.3,2916475.0,492.0,2015-05-28
C18770,4530972.65,4925621.0,356.7595538349496,2013-06-10
C18771,4886626.550000001,4149356.6,181.8774196021312,2013-06-28
C18775,3428652.42,3245103.16,69.95285369312737,2012-06-11
C18776,348300.0,357051.0,55.96228295450189,2012-04-23
C18780,490486.31,591498.0,69.95285369312737,2013-05-13
C18781,2997708.26,2585861.0,97.93399517037832,2012-07-16
C18782,7256669.95,6181142.5,429.0,2012-08-29
C18783,544600.8300000001,409555.55,41.97171221587642,2013-05-17
C18784,612068.0,617499.0,62.95756832381464,2013-02-11
C18789R,9620636.12,5860810.11,163.0,2012-06-14
C18797,7168462.35,5518635.01,153.8962781248802,2012-05-29
C18806,600413.27,502465.1,48.96699758518916,2013-05-28
C18807,2571274.8,2240790.0,90.93870980106558,2015-10-02
C18821,9741093.86,7648644.2,131.0,2013-04-08
C18822,617152.18,463053.0,139.90570738625473,2012-06-04
C18823,3314489.78,2905455.5,50.0,2012-03-26
C18824,606523.11,397431.02,62.95756832381464,2013-06-17
C18825,5201516.359999999,4812643.87,102.13116639196596,2013-04-01
C18837,322664.2,226376.0,48.96699758518916,2013-06-03
C18840,1149279.8,1052505.0,83.94342443175285,2015-09-28
C18841,3255409.5,3081522.5,435.1067499712522,2013-02-13
C18842,66372577.96,51700000.0,419.7171221587642,2013-03-01
C18843,2908771.72,2478054.0,198.6661044884817,2013-06-03
C18845,632068.67,452727.0,55.96228295450189,2012-11-06
C18849,1222171.5,1244191.1,195.86799034075665,2013-03-20
C18853A,1429092.5,2331026.0,282.0,2013-01-30
C18856,463270.12,757563.0,55.96228295450189,2012-11-13
C18858RB,4974210.94,4439420.9,152.0,2014-03-17
C18861R,1062713.0,1087930.2,105.0,2013-07-22
C18862,3615157.05,3455784.3,125.91513664762928,2012-06-24
C18864,673152.79,602800.0,72.0,2012-09-24
C18866,1056034.11,998891.0,34.97642684656368,2012-09-04
C18872,92705.0,69765.0,,
C18883R,307067.0,295256.0,62.95756832381464,2012-09-01
C18886,1402330.11,1219006.0,97.93399517037832,2014-03-24
C18887,3036221.25,2777847.0,131.0,2014-04-07
C18889,27571604.16,20367792.8,707.9228793744489,2014-08-05
C18892R,2666055.69,2284875.0,124.0,2013-09-30
C18894,6061546.409999999,5440507.4,244.8349879259458,2013-04-08
C18895,1606555.18,1472020.0,273.0,2013-11-01
C18896,240756.5,225652.0,41.97171221587642,2012-08-10
C18897,1480122.51,1613663.0,90.93870980106558,2013-06-17
C18899-ALT,8549111.1,7922013.4,265.820844033884,2012-09-19
C18900,765057.0,893036.55,26.0,2013-05-06
C18902,886926.7,1142103.75,27.981141477250947,2013-06-05
C18903,2439323.4,1863481.75,62.95756832381464,2013-06-10
C18904,213105.1,147032.75,34.97642684656368,2013-04-29
C18905,1162425.58,1276701.0,101.0,2012-08-22
C18906,3004485.0,2758035.2,69.95285369312737,2013-03-26
C18908-COMBO,13612373.65,12601373.05,559.6228295450189,2015-03-18
C18928,5124943.66,4322926.7,354.0,2015-07-13
C18929R,1067873.25,977376.0,97.93399517037832,2013-06-17
C18955R,3029885.79,1970523.95,209.8585610793821,2012-12-24
C18965,310500.0,263228.0,37.77454099428878,2014-03-03
C18970,3416384.16,2672826.9,62.95756832381464,2014-09-08
C18971,5194189.99,4661025.0,83.94342443175285,2013-06-05
C18972R,7832152.529999999,6727515.0,233.0,2015-02-19
C18996,1438533.36,1095035.8,103.53022346582851,2013-04-22
C19005,141601.0,119310.5,22.38491318180076,2012-10-20
C19007,4034622.06,3764523.3,235.0,2015-03-24
C19008,619331.05,352268.0,769.0,2013-02-01
C19014,7051281.62,5263367.22,195.86799034075665,2013-06-10
C19015,5249779.109999999,4200000.0,153.8962781248802,2015-06-06
C19017R,286938.0,271447.8,72.0,2012-10-18
C19018,1635042.2,1661446.2,41.97171221587642,2012-06-24
C19019,6213833.76,4301973.88,132.910422016942,2013-05-23
C19026R,240532.24,247005.0,35.0,2016-05-27
C19029,33405287.380000003,21200703.0,223.0,2015-03-23
C19033R,3552802.87,3957130.5,76.9481390624401,2013-06-17
C19034,3400455.4000000004,2802187.25,139.90570738625473,2012-11-05
C19035,9647401.03,8555236.79,279.81141477250947,2012-12-18
C19036,48929865.36,42668014.35,386.0,2013-03-12
C19037,7211775.5,6348659.24,281.0,2014-12-25
C19038,1456344.34,1255993.94,69.95285369312737,2012-10-03
C19051,1972105.7,1649710.2,81.0,2013-08-19
C19052,1414183.96,1340792.5,128.0,2013-07-25
C19054,2047646.69,1798282.1,216.85384644869484,2014-02-17
C19064,3142677.4,3927757.8,202.0,2016-03-28
C19065,588315.68,549463.0,90.93870980106558,2013-09-08
C19066,180202.51,133426.1,27.981141477250947,2012-09-24
C19067,1420490.5,1221564.5,111.9245659090038,2014-06-16
C19082,2854517.65,2349194.96,111.9245659090038,2014-05-05
C19083R,1341340.85,1337899.0,209.8585610793821,2014-01-28
C19085,10319195.37,10640125.1,265.820844033884,2016-10-09
C19086R,696954.86,625235.0,117.0,2015-07-20
C19090,1022980.0,1064388.5,83.94342443175285,2014-03-17
C19094,18022223.1,16538451.84,586.0,2016-03-21
C19095,4127849.76,3369665.0,104.92928053969104,2014-05-23
C19106R,147017.6,152325.6,76.9481390624401,2014-03-24
C19107,7189802.31,6489114.75,109.0,2013-07-30
C19108,7227622.14,5458998.8,321.7831269883859,2015-07-13
C19110,74387.9,126992.0,34.97642684656368,2013-06-24
C19122,1574419.75,2003003.1,139.90570738625473,2014-02-24
C19125,5362385.04,3674614.4,83.94342443175285,2013-06-03
C19127,3968937.95,4109526.4,100.7321093181034,2014-07-07
C19128,11950260.95,9336067.6,153.8962781248802,2014-07-07
C19134,9043952.24,7300000.0,471.0,2016-08-09
C19140R,7105891.02,6800000.0,104.92928053969104,2015-05-10
C19144,2336432.96,1865839.0,111.9245659090038,2013-06-05
C19163,6889154.85,6163161.49,132.910422016942,2015-06-15
C19171R,7947954.489999999,6956464.95,79.0,2014-08-13
C19173,6527000.0,6092304.85,129.0,2015-05-20
C19177,358547.25,448139.3,60.15945417608954,2013-06-18
C19185,16006235.84,16272575.1,391.7359806815133,2016-09-13
C19191,1941266.31,2044471.25,83.94342443175285,2014-09-15
C19192,54863341.06,51458691.48,814.0,2016-05-09
C19193,184790.0,194041.25,11.19245659090038,2012-11-07
C19197,341645.0,396592.0,214.0,2013-03-04
C19199,643000.62,749570.0,125.91513664762928,2013-07-15
C19202,17103887.21,13053384.62,279.81141477250947,2014-07-08
C19203,3123917.33,2285612.5,135.7085361646671,2013-05-13
C19204,606928.0,610480.8,69.95285369312737,2014-08-18
C19205-COMBO,76844881.76,68041400.0,943.0,2015-02-01
C19216,635887.11,473958.0,62.95756832381464,2013-01-03
C19217,4634593.03,4168748.8,118.0,2014-07-21
C19222,1079478.65,1001838.0,20.0,2012-07-18
C19227,341667.21,438138.75,111.9245659090038,2013-08-05
C19228,11641222.87,10326702.6,97.93399517037832,2015-12-10
C19229,1585029.9,1636435.0,139.90570738625473,2013-06-24
C19237,259480.0,280890.0,34.97642684656368,2015-02-02
C19239,531398.0,331732.5,69.95285369312737,2012-09-04
C19241,521639.0,275628.97,78.0,2012-08-06
C19248,3513652.68,2843859.5,131.0,2013-07-01
C19249,309360.0,336663.0,55.96228295450189,2013-06-03
C19252,1368357.59,1131600.0,66.0,2013-04-29
C19254,1327599.91,1559606.7,125.91513664762928,2013-10-07
C19255-COMBO,5300356.51,4800000.01,120.31890835217908,2015-05-26
C19258,4893821.08,4115875.0,99.33305224424086,2013-05-29
C19261,303000.0,253000.0,10.0,2012-08-13
C19266,417125.79,360001.0,55.96228295450189,2013-05-13
C19273,7558857.4,5717332.27,258.82555866457125,2014-08-25
C19275,9033591.43,7878463.8,167.8868488635057,2013-06-01
C19279,1359330.49,1100224.7,62.95756832381464,2015-07-20
C19280,190294.0,180294.0,3.0,2012-08-16
C19281,948881.46,889458.2,33.57736977270114,2013-05-12
C19282,13875659.05,8016142.5,153.8962781248802,2015-06-01
C19299,1023999.5,918704.75,72.0,2014-04-21
C19300,2099553.25,1611006.0,55.96228295450189,2014-07-28
C19303,8032301.12,7198758.0,94.0,2013-03-25
C19304-COMBO,1934208.01,1800000.0,120.0,2015-03-25
C19311,1425183.2,1405918.35,41.97171221587642,2013-04-22
C19312,5156252.75,5052108.2,118.91985127831651,2013-07-08
C19314,10443029.04,9277512.4,97.93399517037832,2013-07-22
C19315,1014917.5,931259.2,111.9245659090038,2013-10-14
C19323,4363689.220000001,4038210.5,104.92928053969104,2013-07-14
C19326,193272.0,170114.75,22.38491318180076,2013-09-23
C19329,1941749.55,1728272.25,111.9245659090038,2013-05-06
C19332,3956740.0,3022705.5,128.71325079535436,2013-06-10
C19336,3235512.12,2303888.0,103.53022346582851,2013-08-26
C19338,1715857.48,1773421.8,41.97171221587642,2013-07-08
C19339-COMBO,26613756.0,24975352.0,531.641688067768,2015-05-22
C19341,15854080.64,12553602.5,279.81141477250947,2013-11-18
C19342,228747.12,222331.0,41.97171221587642,2013-03-04
C19351,8111916.569999999,7213980.36,443.0,2013-07-15
C19355R,376991.0,298294.0,20.98585610793821,2013-11-01
C19356R,3909695.15,3365205.1,153.8962781248802,2015-01-31
C19357-COMBO,15806269.45,18626476.0,513.0,2016-02-28
C19358,4163922.09,2587177.0,153.8962781248802,2013-05-23
C19373,3036348.02,3685000.0,332.0,2015-08-05
C19375,853966.0,657340.0,139.90570738625473,2013-12-13
C19376,1965880.36,2605075.4,335.7736977270114,2014-09-08
C19377,122840.0,72840.0,33.57736977270114,2012-11-05
C19380R,1138100.5,1001109.0,160.89156349419295,2014-11-03
C19384,1752766.75,1385135.0,175.0,2015-05-11
C19388,529419.65,543487.0,111.9245659090038,2014-04-21
C19393,560835.75,453761.05,82.0,2014-08-11
C19395,2663370.0,2711508.7,235.0,2016-03-21
C19397,1400320.0,1054840.9,74.0,2015-09-08
C19399R,6995885.3,5527481.4,195.86799034075665,2016-05-10
C19403,566490.56,497747.0,254.0,2013-09-04
C19405,458999.99,460843.0,53.1641688067768,2014-01-20
C19406,244490.93,249730.0,48.96699758518916,2014-08-11
C19411,8768125.1,8133354.3,307.7925562497604,2016-03-30
C19425,2805608.0,2500000.0,137.10759323852966,2016-06-01
C19431R,3888393.77,3524209.5,179.07930545440607,2014-10-01
C19433R,208545.0,190081.0,62.95756832381464,2014-07-10
C19440,1763338.48,1699966.7,48.96699758518916,2015-07-22
C19441,3071331.2800000003,1731086.0,152.49722105101768,2013-07-22
C19443,1526616.75,1411474.68,153.8962781248802,2014-07-07
C19456,6352362.21,6230480.5,90.93870980106558,2015-04-20
C19458,21616438.32,18434496.45,194.46893326689408,2014-04-01
C19462,1997782.99,378997.0,47.56794051132661,2013-02-25
C19470,2783015.9800000004,3345733.3,605.0,2015-03-25
C19471R,2520018.69,2579533.5,173.0,2015-05-11
C19472,883601.0,709424.5,120.31890835217908,2014-07-28
C19476,1272370.76,1019253.0,248.0,2014-09-10
C19478A,12318468.77,11916668.55,377.0,2014-10-20
C19483,1443334.15,1210871.0,41.97171221587642,2014-05-05
C19489,3699411.46,3124761.8,85.3424815056154,2014-07-14
C19490RA,5083284.49,4942726.8,178.0,2016-05-02
C19495A,12332051.9,11539598.5,251.8302732952585,2016-06-01
C19497,2137497.8,2081007.49,127.31419372149182,2016-05-02
C19498,2230527.2,2688188.0,83.94342443175285,2015-06-08
C19500S,6152502.78,3000000.0,167.8868488635057,2015-05-26
C19520,1011568.0,849471.0,20.98585610793821,2013-09-30
C19522,9489063.73,8800000.0,245.0,2014-11-28
C19548,2339291.05,1880719.0,111.9245659090038,2016-09-12
C19549,3753802.65,3066865.5,90.93870980106558,2015-09-15
C19553R,2404550.0,2050557.55,170.0,2015-06-01
C19555,377971.75,343385.25,83.94342443175285,2013-08-19
C19557,5185114.85,2875855.84,195.86799034075665,2014-07-28
C19563,4563560.0,4493916.0,69.95285369312737,2014-06-16
C19565,5225053.5,4800000.0,167.8868488635057,2016-03-01
C19578,2997873.33,2674196.25,146.90099275556747,2014-07-14
C19585R,1486504.0,1208217.0,104.92928053969104,2014-06-16
C19586,530124.4,409360.0,166.0,2013-12-16
C19587,2395216.5,2765320.0,198.0,2014-06-16
C19588,1080160.95,1021766.0,140.0,2014-04-11
C19589S,1128421.17,493244.5,60.15945417608954,2014-10-21
C19590,1121749.25,1065666.65,125.91513664762928,2014-10-08
C19626,63080293.85,57418152.8,703.7257081528613,2016-07-05
C19629,5302301.48,4765417.4,96.53493809651576,2015-05-06
C19632,6050374.19,5032348.7,173.0,2015-04-27
C19633,5970941.94,6034269.0,139.90570738625473,2014-06-02
C19637,98148.8,86590.0,12.591513664762926,2013-12-16
C19643,7199000.0,6009921.15,286.0,2016-09-07
C19646,4799442.4,4300919.65,157.0,2014-05-28
C19652,5903071.87,5500000.0,190.0,2015-03-12
C19653,5636474.73,5500000.0,361.0,2015-09-21
C19654,7243412.210000001,6500000.0,187.0,2015-04-02
C19655,10340305.32,9943738.18,180.0,2014-05-05
C19657R,2439524.3,2600000.0,139.90570738625473,2015-08-24
C19662,887663.92,900000.0,104.92928053969104,2014-10-02
C19668,12902750.0,10000000.0,629.5756832381463,2016-10-28
C19669,8464032.0,4401613.25,125.91513664762928,2014-06-05
C19671,6826976.539999999,5561818.55,118.91985127831651,2014-07-29
C19674A,1097194.9,1127419.5,83.94342443175285,2016-01-25
C19677,18215801.87,16950220.2,179.0,2014-05-27
C19680,818121.85,750000.0,69.95285369312737,2015-08-07
C19682R,2299101.5,2500000.0,167.8868488635057,2016-04-04
C19702,6550181.98,5599846.95,139.90570738625473,2014-03-24
C19704,362000.0,470016.65,27.981141477250947,2014-06-25
C19705,12865649.6,12407740.43,188.8727049714439,2016-05-04
C19706,3895278.56,3736602.75,69.95285369312737,2016-04-03
C19708,6803193.569999999,6219163.5,118.0,2014-07-31
C19710,6421793.59,5735053.85,139.90570738625473,2015-03-24
C19723,3994723.2,4051130.5,69.95285369312737,2016-10-24
C19724,2287836.1,2056120.0,83.94342443175285,2016-03-28
C19730R,2144348.37,1587750.0,82.5443673578903,2014-11-20
C19733,1663850.0,1580625.0,88.0,2014-01-28
C19735R,5451338.46,3567843.5,125.91513664762928,2015-05-01
C19737,292297.0,178149.08,9.793399517037832,2013-07-29
C19740R,900015.25,774744.0,69.95285369312737,2015-09-01
C19751,11362666.8,10300000.0,384.74069531220056,2015-01-29
C19760R,1163154.61,999717.8,69.95285369312737,2015-03-17
C19762R,848205.0,737825.0,69.95285369312737,2015-09-08
C19763R,1674712.09,1594250.0,139.90570738625473,2014-08-21
C19764,1857761.58,2130772.0,197.0,2014-10-16
C19766,624530.1,670119.0,90.93870980106558,2014-10-13
C19767,651721.05,351267.5,54.56322588063935,2014-07-07
C19769S,2186696.5,1684315.0,97.0,2014-01-24
C19772,868454.0,785506.9,83.94342443175285,2015-07-06
C19776,2990936.93,2897229.72,167.8868488635057,2014-07-14
C19778,1163644.83,1187804.0,132.910422016942,2016-10-04
C19780,1705472.14,869466.25,94.0,2014-03-12
C19782,3996569.5,3559705.0,189.0,2014-09-23
C19786,121456.0,155457.0,27.981141477250947,2014-01-12
C19791R,1022462.0,669870.0,96.0,2016-08-15
C19798,881693.35,614000.0,62.95756832381464,2014-09-02
C19803,1167395.1,1085186.0,111.9245659090038,2015-02-09
C19806,244455.1,239248.4,4.0,2014-06-27
C19860,2082841.4,1798630.2,209.8585610793821,2015-03-24
C19868,11651160.0,9821027.2,307.7925562497604,2016-03-07
C19869,4015000.0,2883909.0,440.7029782667024,2015-11-30
C19876R,441482.27,441820.0,61.0,2014-09-22
C19877,928158.24,651778.0,125.91513664762928,2014-07-02
C19879,43826245.22,40404965.0,402.0,2014-03-12
C19884,4210390.21,4000000.0,157.0,2015-07-01
C19897,1031898.23,850000.0,83.94342443175285,2014-08-18
C19898,2346271.57,1775417.0,41.97171221587642,2014-10-13
C19899,1760771.0,1594517.0,41.97171221587642,2014-04-28
C19900,2202997.74,1999829.0,81.14531028402774,2014-04-22
C19901,1605752.47,1095911.0,57.361340028364445,2014-04-17
C19904R,549309.45,506983.1,27.981141477250947,2015-06-01
C19906,2198872.86,1700000.0,166.0,2016-06-20
C19908R,1150901.24,954884.0,66.0,2016-03-21
C19909,1633702.13,1281624.25,83.94342443175285,2016-08-15
C19910,42457898.9,37799509.1,855.0,2015-03-30
C19911,5003748.88,4461376.29,286.8067001418222,2015-09-14
C19913,7954925.4,9455814.0,117.0,2014-07-07
C19914,1667212.93,1491549.0,148.0,2014-05-14
C19915R,2477627.78,2374107.25,237.83970255663303,2014-08-31
C19916,3651978.84,4161278.5,172.08402008509333,2015-07-16
C19918,2253683.0,2154980.0,153.8962781248802,2015-04-06
C19919,1246538.13,1375949.0,195.86799034075665,2014-04-21
C19935,5178163.7,4721403.12,115.0,2014-06-25
C19936,2597879.7,1927863.0,139.90570738625473,2014-05-12
