project_number,bid_total,engineers_estimate,bid_days,start_date
C19941,6390787.54,4871882.0,125.91513664762928,2015-05-12
C19942,3437160.33,2900000.0,125.91513664762928,2015-06-01
C19958,1958626.08,1778095.06,125.91513664762928,2015-07-20
C19959,821668.0,777585.0,37.77454099428878,2015-09-21
C19962,1679267.0,1659094.0,76.9481390624401,2015-08-08
C19983R,5011232.0,4021492.5,125.91513664762928,2014-08-13
C19984-COMBO,29367675.19,23504364.18,212.0,2015-04-03
C20059,2433757.0,2757232.0,194.46893326689408,2016-11-07
C20061R,3146482.39,3157906.0,117.0,2016-06-20
C20063,6139086.5,4197105.5,45.0,2016-10-17
C20068,14818627.64,12636554.75,307.7925562497604,2014-09-26
C20070,1741206.52,1469900.0,139.90570738625473,2015-09-08
C20085,14074813.51,8976258.8,146.90099275556747,2015-04-20
C20089R,262795.0,258755.0,34.97642684656368,2015-06-01
C20097,3379211.0,2993735.5,83.94342443175285,2014-06-02
C20098,7089836.96,6242724.25,202.8632757100694,2014-08-21
C20099,9140316.98,6368478.5,167.8868488635057,2015-07-18
C20102,6215343.9,5575190.66,189.0,2016-04-25
C20105,884095.9,814164.69,152.49722105101768,2014-08-04
C20106R,1233664.0,1044638.5,160.89156349419295,2015-01-05
C20110,1311308.65,1128330.0,69.95285369312737,2014-09-23
C20113,1562147.0,1543007.5,69.95285369312737,2016-04-10
C20114,925893.72,463200.0,25.0,2014-04-28
C20122,681255.78,600000.0,76.9481390624401,2015-08-03
C20123,2372285.75,1800000.0,197.2670474146192,2014-09-22
C20124R,953896.8,995000.0,127.31419372149182,2015-06-01
C20133,7051776.0,5956247.5,125.91513664762928,2016-06-01
C20134R,2372681.0,2108986.0,97.93399517037832,2014-04-07
C20143,410119.12,437270.0,55.96228295450189,2015-08-03
C20144,6315907.5,5927886.0,690.0,2014-07-27
C20146,7197934.65,5083650.0,66.0,2014-07-23
C20154,1317540.25,1225194.05,27.981141477250947,2015-08-27
C20158R,1138752.0,1948619.0,72.75096784085247,2015-01-12
C20166,931043.0,891634.0,94.0,2014-12-03
C20167,4103591.44,3609960.0,194.0,2015-03-09
C20168,8416301.73,7057238.5,250.0,2015-02-23
C20172,5802155.600000001,4000000.0,125.0,2015-08-03
C20182,883605.0,714225.0,139.90570738625473,2017-04-17
C20183,7483201.1,7020116.2,90.93870980106558,2016-06-01
C20189,2975468.85,2497031.0,69.95285369312737,2015-03-16
C20202,986698.8,762356.0,111.9245659090038,2014-11-03
C20217,1218426.6,1822565.7,69.95285369312737,2014-09-22
C20219,4417452.23,3346312.85,130.0,2015-05-26
C20225,7191826.44,8000000.0,181.8774196021312,2015-05-11
C20229-COMBO,12224177.0,9058023.8,293.80198551113494,2016-06-21
C20231,2578428.6,2037030.0,95.13588102265322,2015-03-17
C20236,6828878.33,5708431.5,445.0,2015-06-15
C20242,1173745.62,1202597.0,90.93870980106558,2015-07-08
C20243,2049715.4,2780068.5,160.89156349419295,2015-08-28
C20245S,556772.0,387385.0,20.0,2015-07-06
C20246,984945.7,897569.0,125.91513664762928,2016-09-27
C20248R,2815924.76,2274739.4,165.0,2016-03-01
C20253R,2231043.0,850000.0,60.0,2016-03-25
C20261,7830957.11,6874882.0,125.91513664762928,2016-04-01
C20263,3814385.1,3695648.8,237.83970255663303,2016-03-14
C20264,1873863.13,1607505.5,89.0,2015-03-23
C20281,1489794.0,1503800.0,231.0,2015-05-15
C20283,2345483.37,2562210.0,159.0,2015-08-24
C20287,4086121.0,3194889.85,131.0,2015-06-01
C20304,2252471.42,2022965.4,,
C20305,1585885.9,2001544.0,139.90570738625473,2015-04-13
C20306,13828637.5,12367597.19,515.0,2014-07-15
C20307,12811340.28,10850336.97,355.0,2014-09-12
C20310,8297820.82,7157813.0,83.94342443175285,2015-12-30
C20318,4339094.41,3317298.5,107.0,2017-04-03
C20319,943912.3,800000.0,90.93870980106558,2015-05-12
C20320,288939.75,3542.5,13.990570738625474,2014-06-04
C20323,2177767.0,1908878.0,331.0,2017-01-05
C20332,1473133.23,1454880.45,41.97171221587642,2015-08-27
C20351,1920793.57,1379896.0,90.93870980106558,2015-10-06
C20362S,907985.0,494625.0,27.981141477250947,2015-10-06
C20363,521154.31,439165.0,41.0,2016-08-22
C20364,550081.2,499307.2,65.0,2014-09-22
C20365,7306499.2,5464423.4,97.93399517037832,2015-06-05
C20368,903855.0,888430.0,86.0,2016-08-08
C20379,2691244.75,2969127.0,138.5066503123922,2015-04-06
C20380,2258766.5,1910476.25,149.0,2015-10-05
C20387,1023180.18,1656419.5,90.93870980106558,2015-09-14
C20405,443363.0,277687.5,41.97171221587642,2016-09-06
C20406,121547.0,170675.0,33.0,2016-09-13
C20413,1992350.04,1665632.5,81.14531028402774,2014-10-30
C20430,5812350.829999999,4437383.5,251.8302732952585,2015-06-11
C20431,1377902.64,1615501.95,27.981141477250947,2015-07-23
C20460,377327.0,300000.0,53.1641688067768,2015-06-25
C20463,1050903.66,680819.0,55.0,2014-11-03
C20467,2717924.5,2200000.0,83.94342443175285,2016-09-21
C20472,465645.0,282640.0,27.981141477250947,2016-04-04
C20487,3982060.0,3700000.0,111.9245659090038,2015-06-02
C20497,276800.55,221790.0,41.97171221587642,2015-05-10
C20499,533471.0,500000.0,86.74153857947793,2016-05-02
C20500,237833.0,189363.0,34.97642684656368,2014-10-08
C20501,5373572.28,5624434.0,174.88213423281843,2016-06-06
C20510,4329087.96,3324997.2,74.15002491471502,2015-09-28
C20514,6815502.35,5972114.95,181.8774196021312,2016-03-21
C20515,1010930.0,991828.0,76.9481390624401,2015-11-18
C20516,1142195.59,1563250.0,148.30004982943004,2016-04-18
C20519,7432499.550000001,7500000.0,197.0,2016-03-23
C20548-ALT,5802968.82,6234145.0,122.0,2016-06-15
C20549,4533904.82,3705627.15,75.0,2016-06-06
C20552R,2041895.53,1513622.25,109.1264517612787,2016-04-05
C20559,6491325.25,6988247.6,215.0,2017-04-17
C20560,1105163.0,1081615.0,159.0,2015-08-24
C20562,1927132.0,1681049.25,62.95756832381464,2015-06-15
C20565,990565.0,941270.0,83.94342443175285,2016-05-02
C20575,24678665.34,22143253.9,405.7265514201388,2016-09-12
C20580,912857.74,724237.0,20.98585610793821,2016-06-20
C20591,2498320.5,2120744.1,216.85384644869484,2016-05-09
C20609,1078234.99,1357004.0,136.0,2015-07-01
C20625,886608.16,857659.1,20.98585610793821,2016-07-18
C20634,1266826.82,1045680.0,124.0,2016-07-11
C20645,1036424.82,900000.0,41.97171221587642,2016-10-10
C20650R,733004.14,632002.0,83.94342443175285,2015-09-22
C20652,88751.0,73751.0,13.990570738625474,2015-05-04
C20655,4738892.0,4674897.0,104.92928053969104,2016-05-07
C20656,2868902.6,2751802.0,53.1641688067768,2017-05-30
C20674,199693.0,176534.0,34.97642684656368,2015-09-09
C20681,1190176.0,906279.6,118.91985127831651,2016-04-11
C20688R,683231.0,472772.5,48.96699758518916,2015-08-17
C20696,4318800.74,4200000.0,240.0,2016-03-15
C20699,1024308.0,1170995.7,76.9481390624401,2016-06-06
C20700,799184.0,738489.0,41.97171221587642,2015-09-14
C20732,488747.0,370543.0,48.96699758518916,2016-11-17
C20733,1949505.84,2000000.0,87.0,2016-07-06
C20748,6716570.79,5853510.75,125.91513664762928,2016-04-04
C20752,4123145.84,4600000.0,104.92928053969104,2016-04-29
C20765,2551092.02,2177869.75,76.0,2016-06-09
C20771,2959748.5,2375297.5,293.80198551113494,2017-01-17
C20774,823395.08,707920.0,195.0,2016-08-18
C20775,1301317.6,1438325.0,127.31419372149182,2016-09-12
C20776,999021.5,928512.0,216.85384644869484,2017-01-17
C20777,697478.81,488010.9,55.96228295450189,2016-08-01
C20778,6073113.27,4600000.0,83.94342443175285,2016-04-20
C20779,1141705.2,766141.0,107.72739468741617,2016-08-31
C20781,1045663.75,1256830.0,69.95285369312737,2016-07-07
C20788R,1326754.25,1700000.0,132.910422016942,2016-09-22
C20791,875400.0,850000.0,90.93870980106558,2016-07-27
C20794,1139695.61,1080870.0,104.92928053969104,2016-07-25
C20804,5337812.4,4648267.97,97.93399517037832,2016-05-02
C20807,1780731.9,1700000.0,167.8868488635057,2016-09-26
C20817-ALT,3978157.5,3734522.0,279.81141477250947,2016-12-05
C20836,5812157.19,3868597.75,83.94342443175285,2016-06-20
C20846,8943734.79,9827500.0,160.89156349419295,2016-05-17
C20850,7032532.2,6897375.0,104.92928053969104,2016-09-06
C20857,2542822.26,2402767.8,55.96228295450189,2016-05-24
C20860,1191418.62,988753.5,97.93399517037832,2016-07-20
C20903,3847070.0,1994945.04,94.0,2015-06-29
C20929,5517639.17,5100000.0,139.90570738625473,2016-07-27
C20953,1134371.7,1221557.0,67.15473954540228,2017-03-19
C20969,1179452.0,1617781.75,118.91985127831651,2016-11-30
C20987,1662311.64,1554105.5,48.96699758518916,2016-09-06
C21005,464991.0,342016.0,83.94342443175285,2016-11-07
C21056,2816403.5,2378891.5,76.9481390624401,2016-06-20
C21059,1979748.92,2286113.0,41.97171221587642,2016-06-07
C21094,1207108.09,1162108.09,178.0,2015-10-07
C21132,1333000.0,1457383.25,37.0,2016-09-07
C21145,185099.4,219691.0,34.97642684656368,2016-06-30
C21267,8633757.81,7543471.8,111.9245659090038,2016-05-09
C21300,873500.0,850000.0,76.9481390624401,2016-09-27
C21304,7815563.9,6580411.0,181.8774196021312,2017-02-13
C21310,2589589.98,2350623.5,125.91513664762928,2016-10-05
C21382,1089804.05,1204552.5,193.0,2016-09-20
C21389,492633.9,384657.0,27.981141477250947,2017-05-03
C21433,2168887.6100000003,2270260.0,137.0,2016-05-02
C21443,830810.0,1313261.0,64.35662539767718,2017-01-05
C21496R,760644.6,499000.0,83.94342443175285,2016-11-09
C21544,368966.0,333966.0,41.97171221587642,2016-08-01
